"V","PE"
62.26,439.06
44.88,461.2
73.91,435.08
69.34,440.43
40.81,478.23
69.14,435.46
59.15,444.07
66.56,428.32
67.9,432.97
42.44,464.91
72.43,434.71
69.23,434.12
40.73,472.32
41.48,460.34
51.86,447.7
68.08,445.25
57.19,438.01
63.94,440.81
75.08,433.37
39.72,478.96
57.19,438.99
67.9,439.01
41.22,484.21
39.99,463.28
66.56,430.21
62.04,450.13
41.1,467.21
34.03,483.74
49.3,440.44
58.82,442.64
58.2,451.04
71.14,466.56
67.32,443.49
48.14,467.48
43.69,462.05
49.69,456.03
40,476.03
66.86,455.72
39.3,475.51
65.18,435.77
41.49,471.04
71.29,432.17
67.32,437.26
59.8,450.74
36.66,479.45
69.51,429.74
65.61,449.72
40.6,471.23
72.29,431.74
40.96,483.79
42.02,471.26
76.09,438.28
48.6,448
66.86,437.45
61.5,440.13
41.5,469.44
43.56,465.84
44.6,470.39
46.21,449.99
66.86,451.89
59.15,441.39
45.87,456.79
66.17,441.7
48.06,445.1
36.3,482.56
65.74,435.58
56.65,456.53
68.94,429.69
43.77,440.95
63.86,446.34
63.73,444.39
65.06,443.8
59.14,440.37
44.03,471.59
49.16,441.18
62.96,452.08
40.79,455.28
58.59,443.19
44.89,459.67
48.7,451.38
41.17,470.19
62.39,437.01
40.1,471.77
65.94,446.84
39.39,471.81
56.53,455.99
40.71,477.07
49.83,467.54
39.61,481.54
72.43,427.3
43.41,467.56
57.76,450.71
59.54,441.3
79.74,431.51
69.94,438.76
72.86,432.51
43.99,461.88
57.32,441.32
58.66,449.79
49.16,443.59
52.75,470.35
77.24,433.82
76.2,433.29
43.22,468.01
62.39,435.84
41.17,488.82
66.48,431.87
73.21,435.94
70.04,435.78
42.07,460.32
61.25,436.61
38.28,469.93
44.85,478.71
38.44,489
41.4,464.23
54.3,461.69
59.43,439.33
38.56,486.12
51.19,452.04
39.16,479.83
48.98,446.05
68.27,435.17
71.29,431.23
43.71,462.55
56.85,439.2
69.45,441.54
72.99,440.04
57.69,437.8
58.79,450.17
39.16,460.45
50.32,447.06
41.78,477.67
68.24,432.53
70.02,443.27
46.21,448.66
77.95,436.97
41.93,478.88
73.5,437
44.89,445.11
63.76,442.85
44.84,468.06
71.32,437.99
70.94,432.71
41.85,466.86
37.64,462.18
44.03,465.86
44.05,450.67
66.75,432.03
50.23,454.42
70.04,431.14
73.03,439.8
38.58,459.87
67.83,426.55
40.8,475.89
66.54,449.07
37.8,479.2
51.43,438.7
42.34,464.71
73.67,430.67
39.16,470.74
39.39,471.72
52.72,468.36
41.92,473.37
62.52,451.64
63.94,445.6
64.96,434.22
66.51,458.07
61.86,441.44
44.63,453.55
65.27,437.45
44.63,460.66
69.13,425.19
38.58,463.44
42.49,477.49
41.7,461.38
69.23,434.4
48.78,449.38
66.51,439.61
59.92,436.06
74.67,427.69
57.5,447.49
66.75,432.39
74.34,436.3
65.18,436.91
58.33,439.14
71.14,438.88
76.2,432.22
41.55,483.92
36.71,476.02
67.25,432.1
57.85,445.36
56.65,455.7
40.2,464.23
73.03,438.56
43.99,461.07
69.45,434.57
39.85,477.22
40.56,472.15
64.45,451.37
46.48,461.49
49.3,438.56
36.3,478.95
36.71,475.85
48.41,436.54
46.93,449.07
49.16,443.5
68.3,436.17
60.07,440.89
52.72,463.47
41.54,482.95
58.82,446.44
43.56,481.87
38.47,466.41
67.07,441.74
40.05,481.14
70.32,433.42
63.77,440.1
38.38,476.22
40.43,490.78
46.97,454.26
67.48,440.38
59.39,446.02
41.17,486.15
61.87,442.16
40.78,457.92
37.5,474.16
74.87,435.32
69.13,425.69
68.31,446.91
58.95,451.67
41.26,462.78
42.32,465
70.32,426.8
40.81,487.24
66.49,436
71.94,432.27
63.78,447.24
65.12,445.01
40.1,474.94
58.86,449.98
70.02,441.98
52.05,464.78
42.28,483.8
59.87,444.71
66.51,441.34
64.05,442.24
72.43,430.32
54.9,453.94
67.83,427.62
54.42,454.68
60.29,444.04
58.2,446.87
54.42,454.86
69.14,436.37
68.3,438.65
70.32,430.1
42.44,471.81
45.08,465.48
35.19,486.39
41.93,468.43
71.37,438.36
45.01,473.74
36.08,484.18
67.9,425.89
69.71,434.42
71.14,435.34
40.46,477.27
48.78,448.52
39.54,469.28
38.78,474.57
41.35,465.64
67.25,435.17
60.1,450.99
45.38,459.45
42.42,467.59
50.05,437.98
43.34,463.7
39.63,466.06
56.24,429.34
69.59,438.64
59.54,438.81
62.08,449.11
59.44,445.59
36.18,478.07
40.96,486.58
70.79,429.62
69.94,439.4
34.69,482.15
43.02,488.22
69.48,429.42
39.85,481.53
74.87,443.44
69.71,435.85
45.87,445.84
42.18,468.75
64.63,451.02
40.43,492.09
44.9,453.09
43.5,461.45
39.54,468.82
44.99,463.92
57.19,448.31
58.49,448.38
62.26,451.51
69.48,432.56
41.4,480.82
42.02,477.82
69.45,443.77
58.9,438.49
52.9,458.28
40.62,482.67
72.86,433.59
69.71,442.21
43.65,485.8
41.79,455.54
50.78,449.08
72.39,436.1
43.22,478.55
65.74,440.52
52.9,458.66
60.95,449.12
65.74,439.01
73.91,431.8
62.96,449.4
57.85,446.87
42.18,461.71
62.52,450.98
73.18,437.01
63.56,443.82
65.94,444.74
65.27,441.3
44.58,471.36
59.15,451.33
66.44,430.01
63.86,449.09
39.16,471.05
56.85,442.44
69.84,428.67
41.46,479.48
60.07,440.12
40.55,477.68
40.07,494.21
54.2,438.12
64.96,430.58
69.05,427.71
65.74,437.54
36.3,479.43
38.25,469.56
43.72,473.26
70.04,438.4
59.43,442.85
38.73,470.06
72.39,432.19
49.02,438.17
68.28,445.91
42.44,473.96
64.15,453.47
73.5,441.14
47.01,456.3
40.71,474.46
69.59,439.26
45.87,446.67
40.77,482.49
45.01,460.47
44.68,477.56
50.23,458.31
69.05,437.93
40.78,478.29
35.71,471.63
58.79,442.78
72.43,428.76
43.14,462.78
74.22,434.35
65.61,443.9
41.79,457.98
40.77,477.36
48.6,436.06
37.7,480.7
49.02,438.52
72.24,434.93
48.14,447.37
40.71,475.23
69.05,439.01
65.34,446.68
41.48,461.09
66.54,437.79
73.56,434.37
39.99,486.19
62.44,440.66
64.05,439.09
41.48,461.61
74.16,434.61
60.84,436.32
41.44,471.34
63.31,437.64
69.88,430.75
71.14,458.15
50.16,449.52
40.23,483.9
44.9,464.86
70.79,434.58
44.2,460.56
39.4,482.82
70.17,430.78
68.12,436.15
37.49,482.21
46.93,447.43
44.2,477.19
66.75,433.67
40.46,472.77
41.06,474.03
70.47,440.21
40.96,478.79
50.05,441.8
44.58,474.7
39.96,471.42
40.8,472.95
56.03,462.48
75.08,436.26
40.69,469.3
40.07,494.67
39.22,486.83
38.5,486.78
46.36,460.57
46.18,455.93
50.9,455.5
44.84,464.51
65.27,437.84
44.06,453.72
51.86,451.04
41.67,464.44
40.27,473.88
65.71,446.22
68.94,431.92
50.16,448.51
43.72,459.31
56.9,437.16
42.02,480.53
48.98,455.57
45.87,479.66
39.22,474.87
48.04,464.14
39.54,466.15
64.15,454.15
41.55,475.6
45.17,472.13
69.75,435.01
61.08,448.57
64.27,443.76
38.08,478.32
36.71,473.85
69.13,425.21
41.82,477.94
58.2,444.36
44,460.14
45.61,456.85
39.9,490.91
41.03,486.81
71.32,433.82
71.97,430.11
69.23,441.6
66.25,439.55
49.15,457.35
38.38,482.17
40,463.74
49.02,438.06
62.26,435.76
64.69,440.73
40.78,467.74
44.2,471.65
39.99,461.01
59.14,443.5
71.14,433.78
67.32,435.2
63.47,445.5
40.67,492.26
40.23,474.91
47.03,459.15
73.5,435.48
71.98,433.42
41.23,469.25
58.79,451.21
50.05,444.16
43.34,465.22
64.96,430.3
74.67,430.22
69.4,433.44
73.5,437.35
74.93,444.38
71.77,426.62
37.64,464.14
44.63,455.57
41.04,456.97
67.83,427.84
44.9,466.3
71.77,434.47
60.95,449.7
69.98,430.45
39.54,464.49
73.5,438.21
60.07,446.19
42.32,470.44
41.78,464.94
69.14,431.67
65.34,442.84
65.34,449.23
69.45,441.76
54.5,467.76
62.6,449.73
52.3,448.13
41.92,478.98
68.61,453.26
71.94,432.26
69.89,426.15
70.98,441.51
44.34,473.4
44.89,454.37
43.34,462.33
70.79,426.37
69.05,442.86
76.86,430.3
44.47,468.79
52.75,465.14
50.23,454.64
40.05,474.46
63.09,448.22
73.42,440.29
43.79,484.67
74.16,436.03
68.08,436.37
45.09,457.36
40.71,469.22
66.48,435.02
59.39,440.94
40.71,481.3
43.5,469.34
58.33,437.53
68.08,432.07
43.13,474.88
49.16,438.02
58.86,453.2
67.32,433.02
40.67,494.61
40.12,454.71
48.79,466.25
40.8,479.65
71.73,435.23
52.05,458.64
43.14,480.73
44.68,462.77
71.14,433.64
44.68,479.62
65.18,437.89
41.01,467.34
45.61,453.19
40.22,477.5
74.9,436.42
38.58,462.7
60.29,454.16
65.06,440.27
40.96,475.32
41.74,483.53
47.24,462.41
40.22,476.46
41.01,476.37
42.44,463.2
43.21,434.11
39.35,470.66
44.47,468.46
43.02,485.38
41.17,486.2
45.09,455.4
40.35,472.43
38.91,467.42
70.36,439.11
57.76,453.96
59.43,444.5
40.11,473.05
45.64,467.9
69.94,441.57
49.83,468.43
59.21,439.22
42.23,461.25
41.66,466.87
38.01,460.16
43.77,444.99
68.12,437.51
39.96,473.22
59.27,442.65
64.69,437.94
40.72,483.11
49.5,464.13
68.67,437.52
43.02,483.55
64.69,449.36
40.55,472.43
42.8,459.65
43.79,464.14
39.22,471.8
71.64,439.37
43.56,463.57
62.96,456.02
44.2,458.59
44.92,473.26
41.54,477.81
36.66,481.86
45.01,458.22
49.83,466.09
74.33,428.46
65.46,448.91
65.94,448.66
65.06,451.46
58.79,440.01
37.5,472.02
71.98,428.61
41.16,472.45
49.69,469.4
71.98,428.91
49.21,452.77
45.61,457.4
39.37,488
69.75,438.17
60.84,442.33
39.96,477.84
73.88,435.48
69.68,444.83
69.89,434.13
42.99,466.25
40.96,473.59
74.22,430.44
41.62,466.91
71.64,438.16
71.25,431.52
40,475.54
52.75,462.7
72.24,431.75
67.83,426.76
70.98,440.96
41.06,482.2
66.86,453.62
40.55,461.47
72.86,434.67
45.51,472.82
65.48,447
41.93,475.15
74.9,435.56
58.33,440.79
44.68,479.53
57.17,444.59
69.34,433.54
40.35,489.03
48.41,442.57
41.39,472.88
49.5,455.72
63.87,451.88
46.93,456.62
55.97,443.74
76.2,434.94
71.14,456.35
60.07,440.17
43.14,463.06
64.05,448.76
36.3,479.86
69.68,438.51
69.13,429.1
40.77,487.58
39.61,479.78
38.5,490.84
71.29,432.92
56.89,454.88
44.34,472.94
62.52,452.45
39.4,486.09
43.69,485.18
40.03,481.07
55.5,455.13
60.07,453.49
44.6,463.48
67.45,435.47
39.33,491.54
45.61,455.12
57.32,447.27
63.77,444.52
41.62,465.05
44.68,477.52
63.94,441.57
59.44,445.24
42.07,460.82
41.04,475.32
66.05,442.6
60.23,439.66
69.89,427.29
39.33,489.22
37.49,481.98
44.84,466.74
36.24,479.03
54.3,464.24
65.34,447.31
68.67,440.12
37.49,477.13
41.26,462.87
62.26,438.34
70.79,438
59.15,439.55
70.04,429.56
43.96,466.36
71.77,433.42
64.27,444.54
59.21,451
45.61,455.82
72.86,431.76
36.18,479.25
44.68,474.7
58.12,448.97
60.93,437.4
61.27,428.67
63.9,445.47
70.79,425.68
70.79,429.55
72.43,430.22
50.12,448.11
41.14,463.67
43.99,461.97
67.69,425.21
64.84,441.9
43.14,471.1
53.16,457.45
42.99,471.12
77.95,438.55
42.74,470.89
60.08,452.65
38.91,472.49
39.72,452.39
45.76,460.87
71.58,434.64
66.49,433.38
39.04,482.39
42.77,461.6
41.17,478.21
52.3,441.75
41.48,469.08
50.78,449.07
39.4,485.86
41.06,486.57
62.52,452.3
68.94,438.03
60.77,449.31
63.73,443.68
60.27,442.59
73.5,433.63
62.91,449.17
39.04,480.54
52.72,458.06
45.17,462.09
45.87,445.55
38.68,483.55
63.73,444.37
44.6,468.53
43.13,486.11
58.12,454.32
64.96,433.04
68.3,428.72
65.12,442.78
39.31,466.46
39.64,464.46
69.59,445.61
44.34,474.94
43.79,461.23
40.81,475.96
62.26,455.88
42.24,470.63
61.86,444.27
40.69,471.52
41.39,471.45
37.83,473.51
70.32,435.56
41.14,478.34
43.77,442.15
43.56,462.8
50.9,459.11
39.82,470.69
68.51,427.66
42.07,462.25
48.92,462.59
77.95,432.9
43.34,465.96
59.87,450.93
51.3,451.67
